BANDA ,42,TARBAR SINGH (BANTU BHAIYA),Indian National Congress,HARVANSH SINGH RATHORE (SUKKU BHAIYA),Bharatiya Janata Party,24164                                             ,Result Declared,HARVANSH (SUKKU BHAIYA),Bharatiya Janata Party,17880
BANDHAVGARH,89,SHIVNARAYAN SINGH (LALLU BHAIYA),Bharatiya Janata Party,DHYAN SINGH,Indian National Congress,3903                                              ,Result Declared,GYAN SINGH,Bharatiya Janata Party,18645
BARGHAT,114,"""ARJUN SINGH""",Indian National Congress,NARESH WARKADE,Bharatiya Janata Party,7527                                              ,Result Declared,KAMAL MARSKOLE,Bharatiya Janata Party,269
BARGI,96,"SANJAY YADAV ""SEONI TOLA""",Indian National Congress,PRATIBHA SINGH,Bharatiya Janata Party,17563                                             ,Result Declared,PRATIBHA SINGH,Bharatiya Janata Party,7399
BARWANI (S.T.),190,PREMSINGH PATEL,Bharatiya Janata Party,RAJAN MANDLOI,Independent,38787                                             ,Result Declared,RAMESH PATEL,Indian National Congress,10527
BASODA,145,"LEENA SANJAY JAIN ""TAPPU""",Bharatiya Janata Party,NISHANK KUMAR JAIN,Indian National Congress,10226                                             ,Result Declared,NISHANK,Indian National Congress,16159
BEOHARI,83,KOL SARAD JUGLAL,Bharatiya Janata Party,TEJ PRATAP SINGH UIKEY,Gondvana Gantantra Party,32450                                             ,Result Declared,RAM PAL SINGH,Indian National Congress,17342
BERASIA,149,VISHNU KHATRI,Bharatiya Janata Party,JAYSHREE HARIKARAN,Indian National Congress,13779                                             ,Result Declared,VISHNU KHATRI,Bharatiya Janata Party,29304
BETUL,131,NILAY VINOD DAGA,Indian National Congress,HEMANT VIJAY KHANDELWAL,Bharatiya Janata Party,21645                                             ,Result Declared,HEMANT VIJAY KHANDELWAL,Bharatiya Janata Party,24347
BHAGWANPURA,186,KEDAR CHIDABHAI DAWAR,Independent,JAMNASINGH SOLANKI,Bharatiya Janata Party,9716                                              ,Result Declared,VIJAY SINGH,Indian National Congress,1820
BHAINSDEHI,133,DHARMU SINGH SIRSAM,Indian National Congress,MAHENDRA SINGH CHOUHAN,Bharatiya Janata Party,30880                                             ,Result Declared,MAHENDRA  KESHARSINGH CHOUHAN,Bharatiya Janata Party,13276
BHANDER ,21,RAKSHA SANTRAM SARONIYA,Indian National Congress,RAJNI PRAJAPATI,Bharatiya Janata Party,39896                                             ,Result Declared,GHANSHYAM PIRONIYA,Bharatiya Janata Party,7651
BHIKANGAON,181,JHUMA DR. DHYANSINGH SOLANKI,Indian National Congress,DHOOL SINGH DAWAR,Bharatiya Janata Party,27257                                             ,Result Declared,JHUMA SOLANKI,Indian National Congress,2399
BHIND ,10,SANJEEV SINGH (SANJU),Bahujan Samaj Party,CHAUDHARY RAKESH SINGH CHATURVEDI,Bharatiya Janata Party,35896                                             ,Result Declared,NARENDRA SINGH KUSHWAH,Bharatiya Janata Party,5993
BHITARWAR,18,LAKHAN SINGH YADAV,Indian National Congress,ANOOP MISHRA,Bharatiya Janata Party,12130                                             ,Result Declared,LAKHAN SINGH YADAV,Indian National Congress,6548
BHOJPUR,141,SURENDRA PATWA,Bharatiya Janata Party,SURESH PACHOURI,Indian National Congress,29486                                             ,Result Declared,SURENDRA PATWA,Bharatiya Janata Party,20149
BHOPAL DAKSHINA-PASHCHIM ,152,P.C.SHARMA,Indian National Congress,UMASHANKAR GUPTA,Bharatiya Janata Party,6587                                              ,Result Declared,UMASHANKAR GUPTA,Bharatiya Janata Party,18198
BHOPAL MADHYA,153,ARIF MASOOD,Indian National Congress,SURENDRA NATH SINGH (MAMMA),Bharatiya Janata Party,14757                                             ,Result Declared,SURENDRA NATH SINGH,Bharatiya Janata Party,6981
BHOPAL UTTAR ,150,ARIF AQUEEL,Indian National Congress,FATIMA RASOOL SIDDIQUI (GUDIYA),Bharatiya Janata Party,34857                                             ,Result Declared,ARIF  AQUEEL,Indian National Congress,6664
BIAORA,161,GOVARDHAN DANGI,Indian National Congress,NARAYAN SINGH PANWAR,Bharatiya Janata Party,826                                               ,Result Declared,NARAYAN SINGH PANWAR,Bharatiya Janata Party,3088
BICHHIYA ,105,NARAYAN SINGH PATTA,Indian National Congress,"DR. SHIVRAJ SHAH ""SHIVA BHAIYA""",Bharatiya Janata Party,21388                                             ,Result Declared,PANDIT SINGH DHURWEY,Bharatiya Janata Party,18316
BIJAWAR,52,RAJESH KUMAR (BABLU BHAIYA),Samajwadi Party,GUDDAN BHAIYA PUSHPENDRA NATH PATHAK,Bharatiya Janata Party,36714                                             ,Result Declared,GUDDAN PATHAK (PUSHPENDRA  NATH),Bharatiya Janata Party,10379
BINA,35,MAHESH RAI,Bharatiya Janata Party,SHASHI KATHORIA,Indian National Congress,632                                               ,Result Declared,MAHESH RAI,Bharatiya Janata Party,18769
BUDHNI,156,SHIVRAJ SINGH CHOUHAN,Bharatiya Janata Party,ARUN SUBHASHCHANDRA,Indian National Congress,58999                                             ,Result Declared,SHIVRAJ SINGH CHOUHAN,Bharatiya Janata Party,84805
BURHANPUR,180,"THAKUR SURENDRA SINGH NAVAL SINGH ""SHERA BHAIYA""",Independent,ARCHANA DIDI,Bharatiya Janata Party,5120                                              ,Result Declared,ARCHNA CHITNIS DIDI,Bharatiya Janata Party,22827
CHACHODA,30,LAKSHMAN SINGH,Indian National Congress,MAMTA  MEENA,Bharatiya Janata Party,9797                                              ,Result Declared,MAMTA  MEENA,Bharatiya Janata Party,34901
CHANDERI,33,GOPAL SINGH CHAUHAN (DAGGI RAJA),Indian National Congress,BHUPENDRA DWIVEDI,Bharatiya Janata Party,4175                                              ,Result Declared,GOPAL SINGH CHAUHAN DAGGI RAJA,Indian National Congress,30318
CHANDLA,49,RAJESH KUMAR PRAJAPATI,Bharatiya Janata Party,ANURAGI HARPRASAD (GOPI MASTER),Indian National Congress,1177                                              ,Result Declared,R D PRAJAPATI,Bharatiya Janata Party,37397
CHHATARPUR,51,ALOK CHATURVEDI (PAJJAN BHAIYA),Indian National Congress,ARCHNA GUDDU SINGH,Bharatiya Janata Party,3495                                              ,Result Declared,LALITA YADAV,Bharatiya Janata Party,2217
CHHINDWARA,126,DEEPAK SAXENA,Indian National Congress,CHOUDHARY CHANDRABHAN SINGH KUBER SINGH,Bharatiya Janata Party,14547                                             ,Result Declared,CHOUDHARY CHANDRABHANSINGH KUBERSINGH,Bharatiya Janata Party,24778
CHITRAKOOT,61,NEELANSHU CHATURVEDI,Indian National Congress,SURENDRA SINGH GAHARWAR,Bharatiya Janata Party,10198                                             ,Result Declared,PREM SINGH,Indian National Congress,10970
CHITRANGI ,79,AMAR SINGH,Bharatiya Janata Party,SARASWATI SINGH,Indian National Congress,59248                                             ,Result Declared,SARASWATI SINGH,Indian National Congress,9845
CHOURAI,124,CHOUDHARY SUJEET MER SINGH,Indian National Congress,PT. RAMESH DUBEY,Bharatiya Janata Party,13004                                             ,Result Declared,PT. RAMESH DUDEY,Bharatiya Janata Party,13631
CHURHAT,76,SHARADENDU TIWARI,Bharatiya Janata Party,AJAY ARJUN SINGH,Indian National Congress,6402                                              ,Result Declared,AJAY ARJUN SINGH,Indian National Congress,19356
DABARA ,19,IMARTI DEVI,Indian National Congress,KAPTAN SINGH SEHSARI,Bharatiya Janata Party,57446                                             ,Result Declared,IMARTI  DEVI,Indian National Congress,33278
DAMOH ,55,RAHUL SINGH,Indian National Congress,JAYANT MALAIYA,Bharatiya Janata Party,798                                               ,Result Declared,JAYANT MALAIYA,Bharatiya Janata Party,4953
DATIA,22,DR.NAROTTAM MISHRA,Bharatiya Janata Party,BHARTI RAJENDRA,Indian National Congress,2656                                              ,Result Declared,DR. NAROTTAM MISHRA,Bharatiya Janata Party,12081
DEORI,38,HARSH YADAV,Indian National Congress,TEJI SINGH RAJPOOT,Bharatiya Janata Party,4304                                              ,Result Declared,HARSH YADAV,Indian National Congress,22080
DEOTALAB,72,GIRISH GAUTAM,Bharatiya Janata Party,SEEMA JAIVEER SINGH SENGAR,Bahujan Samaj Party,1080                                              ,Result Declared,GIRISH GAUTAM,Bharatiya Janata Party,3885
DEPALPUR ,203,VISHAL JAGDISH PATEL,Indian National Congress,MANOJ NIRBHAYSINGH PATEL,Bharatiya Janata Party,9044                                              ,Result Declared,MANOJ NIRBHAYSINGH PATEL,Bharatiya Janata Party,30197
DEVSAR ,81,SUBHASH RAM CHARITRA,Bharatiya Janata Party,BANSHMANI PRASAD VERMA,Indian National Congress,10678                                             ,Result Declared,RAJENDRA MESHRAM,Bharatiya Janata Party,33214
DEWAS,171,GAYATRI RAJE PUAR,Bharatiya Janata Party,THAKUR JAYSINGH,Indian National Congress,27987                                             ,Result Declared,TUKOJIRAO PUAR,Bharatiya Janata Party,50119
DHAR ,201,NEENA VIKRAM VERMA,Bharatiya Janata Party,PRABHA BALMUKUNDSINGH GOUTAM,Indian National Congress,5718                                              ,Result Declared,NEENA VIKRAM VERMA,Bharatiya Janata Party,11482
DHARAMPURI,200,PANCHILAL MEDA,Indian National Congress,GOPAL KANNOJ,Bharatiya Janata Party,13972                                             ,Result Declared,KALUSINGH THAKUR,Bharatiya Janata Party,7573
DHOUHANI ,82,KUNWAR SINGH TEKAM,Bharatiya Janata Party,KAMLESH SINGH,Indian National Congress,3793                                              ,Result Declared,KUNWAR SINGH TEKAM,Bharatiya Janata Party,19001
DIMANI ,7,GIRRAJ DANDOTIYA,Indian National Congress,SHIV MANGAL SINGH TOMAR,Bharatiya Janata Party,18477                                             ,Result Declared,BALVEER SINGH DANDOTIYA,Bahujan Samaj Party,2106
DINDORI ,104,OMKAR SINGH MARKAM,Indian National Congress,JAY SINGH MARAVI,Bharatiya Janata Party,32050                                             ,Result Declared,OMKAR SINGH MARKAM,Indian National Congress,6388
DR.AMBEDKAR NAGAR -Mhow ,209,USHA THAKUR,Bharatiya Janata Party,ANTAR SINGH DARBAR,Indian National Congress,7157                                              ,Result Declared,KAILASH VIJAYVARGIYA,Bharatiya Janata Party,12216
GADARWARA,121,SUNEETA PATEL,Indian National Congress,GAUTAM SINGH PATEL,Bharatiya Janata Party,15363                                             ,Result Declared,GOVIND SINGH PATEL,Bharatiya Janata Party,25313
Gandhwani,197,UMANG SINGHAR,Indian National Congress,SARDARSINGH MEHDA,Bharatiya Janata Party,38831                                             ,Result Declared,UMANG SINGHAR,Indian National Congress,12326
GAROTH ,227,DEVILAL DHAKAD (ADVOCATE),Bharatiya Janata Party,SUBHASH KUMAR SOJATIA,Indian National Congress,2108                                              ,Result Declared,RAJESH YADAV DHARMVEER SINGH,Bharatiya Janata Party,25755
GHATIYA,215,RAMLAL MALVIYA,Indian National Congress,AJIT PREMCHAND GUDDU,Bharatiya Janata Party,4628                                              ,Result Declared,SATISH MALVIYA,Bharatiya Janata Party,17369
GHODADONGRI,132,BRAMHA BHALAVI,Indian National Congress,GEETA RAMJILAL UIKEY,Bharatiya Janata Party,17927                                             ,Result Declared,SAJJAN SINGH UEIKEY,Bharatiya Janata Party,8084
GOHAD ,13,RANVIR JATAV,Indian National Congress,LALSINGH ARYA,Bharatiya Janata Party,23989                                             ,Result Declared,LAL SINGH ARYA,Bharatiya Janata Party,19814
GOTEGAON,118,NARMADA PRASAD PRAJAPATI (N.P.),Indian National Congress,DR. KAILASH JATAV,Bharatiya Janata Party,12583                                             ,Result Declared,DR. KAILASH JATAV,Bharatiya Janata Party,20171
GOVINDPURA,154,KRISHNA GAUR,Bharatiya Janata Party,GIRISH SHARMA,Indian National Congress,46359                                             ,Result Declared,BABOOLAL GOUR,Bharatiya Janata Party,70644
GUNA ,29,GOPILAL JATAV,Bharatiya Janata Party,CHANDRA PRAKASH AHIRWAR (BANTI),Indian National Congress,33667                                             ,Result Declared,PANNALAL SHAKYA,Bharatiya Janata Party,45111
GUNNOUR,59,SHIVDAYAL BAGRI,Indian National Congress,RAJESH KUMAR VERMA,Bharatiya Janata Party,1984                                              ,Result Declared,MAHENDRA  SINGH,Bharatiya Janata Party,1337
GURH,75,NAGENDRA SINGH,Bharatiya Janata Party,"KAPIDHWAJ SINGH ""BHAIYA""",Samajwadi Party,7828                                              ,Result Declared,SUNDAR LAL TIWARI,Indian National Congress,1382
GWALIOR,15,PRADHUMAN SINGH TOMAR,Indian National Congress,JAI BHAN SINGH PAWAIYA,Bharatiya Janata Party,21044                                             ,Result Declared,JAI BHAN SINGH PAWAIYA,Bharatiya Janata Party,15561
GWALIOR EAST ,16,MUNNALAL GOYAL (MUNNA BHAIYA),Indian National Congress,SATISH SINGH SIKARWAR,Bharatiya Janata Party,17819                                             ,Result Declared,MAYA SINGH (MAMI),Bharatiya Janata Party,1147
GWALIOR RURAL,14,BHARAT SINGH KUSHWAH,Bharatiya Janata Party,SAHAB SINGH GURJAR,Bahujan Samaj Party,1517                                              ,Result Declared,BHARAT SINGH KUSHWAH,Bharatiya Janata Party,11938
GWALIOR SOUTH,17,PRAVEEN PATHAK,Indian National Congress,NARAYAN SINGH KUSHWAH,Bharatiya Janata Party,121                                               ,Result Declared,NARAYAN SINGH KUSHWAH,Bharatiya Janata Party,16267
HARDA  ,135,KAMAL PATEL,Bharatiya Janata Party,DR. RAMKISHORE DOGNE,Indian National Congress,6667                                              ,Result Declared,R K DOGNE,Indian National Congress,4651
HARSUD,176,KUNWAR VIJAY SHAH,Bharatiya Janata Party,SUKHRAM SALVE,Indian National Congress,18949                                             ,Result Declared,KUVAR VIJAY SHAH,Bharatiya Janata Party,43571
HATPIPLIYA,172,MANOJ NARAYAN SINGH CHOUDHARY,Indian National Congress,DEEPAK KAILASH JOSHI,Bharatiya Janata Party,13519                                             ,Result Declared,DEEPAK KAILASH  JOSHI,Bharatiya Janata Party,6175
HATTA ,57,PURUSOTTAM/RAMKALI TANTUWAY HATTA,Bharatiya Janata Party,HARISHANKAR CHOUDHRI,Indian National Congress,19905                                             ,Result Declared,UMADEVI-LALCHAND KHATIK,Bharatiya Janata Party,2852
HOSHANGABAD,137,DR.SITASARAN SHARMA,Bharatiya Janata Party,SARTAJ SINGH,Indian National Congress,15217                                             ,Result Declared,DR SITA SHARAN SHARMA,Bharatiya Janata Party,49296
HUZUR,155,RAMESHWAR SHARMA,Bharatiya Janata Party,NARESH GYANCHANDANI,Indian National Congress,15725                                             ,Result Declared,RAMESHWAR SHARMA,Bharatiya Janata Party,59604
ICHHAWAR,158,KARAN SINGH VERMA,Bharatiya Janata Party,SHAILENDRA PATEL,Indian National Congress,15869                                             ,Result Declared,SHAILENDRA RAMESH CHANDRA PATEL,Indian National Congress,744
INDORE-1,204,SANJAY SHUKLA,Indian National Congress,SUDARSHAN GUPTA,Bharatiya Janata Party,8163                                              ,Result Declared,ARYA SUDARSHAN GUPTA,Bharatiya Janata Party,54176
INDORE-2,205,RAMESH MENDOLA,Bharatiya Janata Party,ADVOCATE MOHAN SINGH SENGAR,Indian National Congress,71011                                             ,Result Declared,RAMESH MENDOLA,Bharatiya Janata Party,91017
INDORE-3,206,AKASH  KAILASH VIJAYVARGIYA,Bharatiya Janata Party,ASHWIN JOSHI,Indian National Congress,5751                                              ,Result Declared,MISS USHA THAKUR (DIDI),Bharatiya Janata Party,13318
Indore-4,207,MALINI LAKSHMAN SINGH GAUR,Bharatiya Janata Party,SURJEET SINGH UJAGAR SINGH CHADDA,Indian National Congress,43090                                             ,Result Declared,MALINI LAXMAN SINGH GAUR,Bharatiya Janata Party,33823
INDORE-5,208,MAHENDRA HARDIA,Bharatiya Janata Party,SATYANARAYAN PATEL,Indian National Congress,1133                                              ,Result Declared,MAHENDRA HARDIA,Bharatiya Janata Party,14418
JABALPUR CANTT,99,ASHOK ISHWARDAS ROHANI,Bharatiya Janata Party,PT. ALOK MISHRA,Indian National Congress,26585                                             ,Result Declared,ASHOK ISHWARDAS ROHANI,Bharatiya Janata Party,53741
JABALPUR EAST,97,LAKHAN GHANGHORIYA,Indian National Congress,ANCHAL SONKER,Bharatiya Janata Party,35136                                             ,Result Declared,ANCHAL SONKAR,Bharatiya Janata Party,1155
JABALPUR NORTH,98,VINAY  SAXENA,Indian National Congress,SHARAD JAIN,Bharatiya Janata Party,578                                               ,Result Declared,SHARAD JAIN ADVOCATE,Bharatiya Janata Party,33563
JABALPUR WEST,100,TARUN BHANOT,Indian National Congress,"HARENDRAJEET SINGH ""BABBU""",Bharatiya Janata Party,18683                                             ,Result Declared,TARUN BHANOT,Indian National Congress,923
JABERA ,56,DHARMENDRA BHAV SINGH LODHI,Bharatiya Janata Party,PRATAP SINGH,Indian National Congress,3485                                              ,Result Declared,PRATAP SINGH,Indian National Congress,11896
JAISINGHNAGAR,84,JAISINGH MARAVI,Bharatiya Janata Party,DHAYAN SINGH MARCO,Indian National Congress,17267                                             ,Result Declared,PRAMILA SINGH,Bharatiya Janata Party,13963
JAITPUR,85,MANISHA SINGH,Bharatiya Janata Party,UMA DHURWEY,Indian National Congress,4216                                              ,Result Declared,JAI SINGH MARAVI,Bharatiya Janata Party,11206
JAORA,222,"RAJENDRA PANDEY ""RAJU BHAIYA""",Bharatiya Janata Party,"K.K. SING , KALUKHEDA",Indian National Congress,511                                               ,Result Declared,RAJENDRA PANDEY,Bharatiya Janata Party,29851
JATARA,44,KHATIK HARISHANKAR,Bharatiya Janata Party,R.R. BANSAL,Mahan Dal,36715                                             ,Result Declared,AHIRWAR DINESH KUMAR,Indian National Congress,233
JAURA,4,BANAVAREELAL SHARMA (JAPTHAP),Indian National Congress,MANEERAM DHAKAD,Bahujan Samaj Party,15173                                             ,Result Declared,SUBEDAR SINGH,Bharatiya Janata Party,2498
JAWAD,230,OM PRAKASH SAKHLECHA,Bharatiya Janata Party,RAJKUMAR RAMESHCHANDRA  AHIR,Indian National Congress,4271                                              ,Result Declared,OM PRAKASH SAKHLECHA,Bharatiya Janata Party,13651
JHABUA,193,GUMANSINGH DAMOR,Bharatiya Janata Party,DR. VIKRANT BHURIYA,Indian National Congress,10437                                             ,Result Declared,SHANTILAL BILWAL,Bharatiya Janata Party,15858
JOBAT ,192,KALAWATI BHURIYA,Indian National Congress,MADHOSINGH DAWAR,Bharatiya Janata Party,2056                                              ,Result Declared,MADHOSINGH DAWAR,Bharatiya Janata Party,11051
JUNNARDEO,122,SUNIL UIKEY,Indian National Congress,ASHISH JHANAK LAL THAKUR,Bharatiya Janata Party,22688                                             ,Result Declared,NATHAN SHAH KEVRETI,Bharatiya Janata Party,20121
KALAPIPAL,169,KUNAL CHOUDHARY,Indian National Congress,BABULAL VERMA,Bharatiya Janata Party,13699                                             ,Result Declared,INDERSINGH PARMAR,Bharatiya Janata Party,9573
KARERA ,23,JASMANT JATAVE CHITREE,Indian National Congress,RAJKUMAR OMPRAKASH KHATIK,Bharatiya Janata Party,14824                                             ,Result Declared,SMT SHAKUNTLA KHATIK,Indian National Congress,10320
KASRAWAD,184,SACHIN SUBHASHCHANDRA YADAV,Indian National Congress,ATMARAM - PATEL,Bharatiya Janata Party,5539                                              ,Result Declared,SACHIN SUBHASHCHANDRA YADAV,Indian National Congress,11805
KATANGI,113,TAMLAL RAGHUJI SAHARE,Indian National Congress,K.D. DESHMUKH,Bharatiya Janata Party,11750                                             ,Result Declared,K.  D. DESHMUKH,Bharatiya Janata Party,19950
KEOLARI,116,RAKESH PAL SINGH,Bharatiya Janata Party,RAJNEESH HARVANSH SINGH,Indian National Congress,6679                                              ,Result Declared,RAJNEESH HARBANSH SINGH,Indian National Congress,4803
KHANDWA,177,DEVENDRA VERMA,Bharatiya Janata Party,KUNDAN MALVIYA,Indian National Congress,19137                                             ,Result Declared,DEVENDRA VERMA,Bharatiya Janata Party,34071
KHARGAPUR,47,RAHUL SINGH LODHI,Bharatiya Janata Party,CHANDA-SURENDRA SINGH GOUR,Indian National Congress,11665                                             ,Result Declared,CHANDA - SURENDRA SINGH GAUR,Indian National Congress,5677
KHARGONE,185,RAVI RAMESHCHANDRA JOSHI,Indian National Congress,BALKRISHAN PATIDAR,Bharatiya Janata Party,9512                                              ,Result Declared,BALKRISHAN PATIDAR,Bharatiya Janata Party,6825
KHATEGAON,173,AASHISH GOVIND SHARMA,Bharatiya Janata Party,OM PATEL,Indian National Congress,7772                                              ,Result Declared,AASHISH GOVIND SHARMA,Bharatiya Janata Party,21717
KHILCHIPUR,163,PRIYAVRAT SINGH,Indian National Congress,HAJARILAL DANGI,Bharatiya Janata Party,29756                                             ,Result Declared,KUNWAR HAJARILAL DANGI,Bharatiya Janata Party,11479
KHURAI ,36,BHUPENDRA BHAIYA,Bharatiya Janata Party,ARUNODAYA CHOUBEY (ANNU BHAIYA),Indian National Congress,15295                                             ,Result Declared,BHOOPENDRA BHAIYA,Bharatiya Janata Party,6084
KOLARAS ,27,BIRENDRA RAGHUVANSHI,Bharatiya Janata Party,MAHENDRA RAMSINGH YADAV,Indian National Congress,720                                               ,Result Declared,RAM SINGH YADAV,Indian National Congress,24953
KOTAMA ,86,SUNEEL SARAF,Indian National Congress,DILIP KUMAR JAISWAL,Bharatiya Janata Party,11429                                             ,Result Declared,MANOJ  KUMAR   AGRAWAL,Indian National Congress,1546
KUKSHI ,198,SURENDRA SINGH  HONEY BAGHEL,Indian National Congress,VIRENDRA SINGH  BAGHEL,Bharatiya Janata Party,62930                                             ,Result Declared,SURENDRASINGH HANI BAGHEL,Indian National Congress,42768
KURWAI (SC),146,HARI SINGH SAPRE,Bharatiya Janata Party,SUBHASH BOHAT ADVOCATE,Indian National Congress,16695                                             ,Result Declared,VEERSINGH PANWAR,Bharatiya Janata Party,4081
LAHAR ,11,DR. GOVIND SINGH,Indian National Congress,RASAL SINGH,Bharatiya Janata Party,9073                                              ,Result Declared,DR. GOVIND SINGH,Indian National Congress,6273
LAKHANADON ,117,"YOGENDRA SINGH ""BABA""",Indian National Congress,VIJAY KUMAR UIKEY,Bharatiya Janata Party,12276                                             ,Result Declared,YOGENDRA SINGH  (BABA),Indian National Congress,12781
LANJI ,109,HINA LIKHIRAM KAWRE,Indian National Congress,RAMESH DEELIP BHATERE,Bharatiya Janata Party,18696                                             ,Result Declared,HINA LIKHIRAM KAWARE,Indian National Congress,31750
MAHARAJPUR,48,NEERAJ VINOD DIXIT,Indian National Congress,MANAVENDRA SINGH,Bharatiya Janata Party,14005                                             ,Result Declared,MANVENDRA SINGH,Bharatiya Janata Party,15721
MAHESHWAR,183,DR. VIJAYLAXMI SADHO,Indian National Congress,MEV RAJKUMAR,Independent,35836                                             ,Result Declared,MEV RAJKUMAR,Bharatiya Janata Party,4727
MAHIDPUR,213,BAHADURSINGH CHOUHAN,Bharatiya Janata Party,DINESH JAIN BOSS,Independent,15220                                             ,Result Declared,BHADURSINGH CHOUHAN,Bharatiya Janata Party,20634
MAIHAR,65,NARAYAN TRIPATHI,Bharatiya Janata Party,SHRIKANT CHATURVEDI,Indian National Congress,2984                                              ,Result Declared,NARAYAN PRASAD,Indian National Congress,6975
MALHARA,53,KUNWAR PRADYUMNA SINGH LODHI (MUNNA BHAIYA),Indian National Congress,LALITA YADAV,Bharatiya Janata Party,15779                                             ,Result Declared,AHIR REKHA YADAV,Bharatiya Janata Party,1514
MALHARGARH,225,JAGDISH DEWDA,Bharatiya Janata Party,PARSHURAM SISODIYA,Indian National Congress,11872                                             ,Result Declared,JAGDISH DEWRA,Bharatiya Janata Party,6571
MANASA ,228,ANIRUDHA (MADHAV) MAROO,Bharatiya Janata Party,UMRAO SINGH SHIVLAL,Indian National Congress,25954                                             ,Result Declared,KAILASH CHAWLA,Bharatiya Janata Party,14028
